name,taxid,total_length,total_gap_length,scaffold_count,scaffold_N50,contig_count,contig_N50
GCF_000189075.1,871591,0,0,0,0,0,0
GCF_000189095.1,871592,0,0,0,0,0,0
GCF_000189115.1,871593,0,0,0,0,0,0
GCF_000189135.1,882863,0,0,0,0,0,0
GCF_000189155.1,882864,0,0,0,0,0,0
GCF_000189175.1,882865,0,0,0,0,0,0
GCF_000189195.1,882866,0,0,0,0,0,0
GCF_000189215.1,882867,0,0,0,0,0,0
GCF_000189235.1,882869,0,0,0,0,0,0
GCF_000189255.1,945543,0,0,0,0,0,0
GCF_000189275.1,945550,0,0,0,0,0,0
GCF_000189295.2,641491,3858580,0,0,0,0,0
GCF_000189315.1,9305,0,0,0,0,0,0
GCF_000189395.1,933115,0,0,0,0,0,0
GCF_000189415.1,865938,2272954,0,0,0,0,0
GCF_000189435.1,948561,0,0,0,0,0,0
GCF_000189455.1,948563,0,0,0,0,0,0
GCF_000189495.1,984892,2572216,0,0,0,0,0
GCF_000189515.1,767462,2172383,0,0,0,0,0
GCF_000189535.1,930171,4535320,0,0,0,0,0
GCF_000189555.1,930945,2522992,0,0,0,0,0
GCF_000189575.1,930943,2655201,0,0,0,0,0
GCF_000189595.1,742740,0,0,0,0,0,0
GCF_000189615.1,742741,0,0,0,0,0,0
GCF_000189635.1,312017,0,0,0,0,0,0
GCF_000189655.1,886886,0,0,0,0,0,0
GCF_000189675.1,886888,0,0,0,0,0,0
GCF_000189695.1,886889,0,0,0,0,0,0
GCF_000189755.2,696369,0,0,0,0,0,0
GCF_000189775.2,858215,2534358,0,0,0,0,0
GCF_000189795.1,911116,0,0,0,0,0,0
GCF_000189815.1,911117,0,0,0,0,0,0
GCF_000189835.1,911118,0,0,0,0,0,0
GCF_000189855.1,911119,0,0,0,0,0,0
GCF_000189895.1,911121,0,0,0,0,0,0
GCF_000189915.1,911122,0,0,0,0,0,0
GCF_000189935.1,911123,0,0,0,0,0,0
GCF_000189955.1,911124,0,0,0,0,0,0
GCF_000189975.1,911125,0,0,0,0,0,0
GCF_000189995.1,911126,0,0,0,0,0,0
GCF_000190015.1,911127,0,0,0,0,0,0
GCF_000190035.1,911128,0,0,0,0,0,0
GCF_000190055.1,911129,0,0,0,0,0,0
GCF_000190075.1,911130,0,0,0,0,0,0
GCF_000190095.1,911131,0,0,0,0,0,0
GCF_000190115.1,911132,0,0,0,0,0,0
GCF_000190135.1,911133,0,0,0,0,0,0
GCF_000190155.1,911134,0,0,0,0,0,0
GCF_000190175.1,911135,0,0,0,0,0,0
GCF_000190315.1,985053,0,0,0,0,0,0
GCF_000190335.1,911237,0,0,0,0,0,0
GCF_000190355.1,556261,0,0,0,0,0,0
GCF_000190375.1,987059,0,0,0,0,0,0
GCF_000190415.1,985867,0,0,0,0,0,0
GCF_000190435.1,158189,3316466,0,0,0,0,0
GCF_000190455.2,985010,0,0,0,0,0,0
GCF_000190475.1,981383,0,0,0,0,0,0
GCF_000190495.1,550694,0,0,0,0,0,0
GCF_000190515.1,930170,5682383,0,0,0,0,0
GCF_000190535.1,709991,4392288,0,0,0,0,0
GCF_000190555.1,693977,2886836,0,0,0,0,0
GCF_000190575.1,667015,4308663,0,0,0,0,0
GCF_000190595.1,867900,3765936,0,0,0,0,0
GCF_000190635.1,645991,3406739,0,0,0,0,0
GCF_000190695.1,888741,0,0,0,0,0,0
GCF_000190715.1,5786,0,0,0,0,0,0
GCF_000190735.1,762903,4635236,0,0,0,0,0
GCF_000190755.2,697282,0,0,0,0,0,0
GCF_000190795.1,656372,0,0,0,0,0,0
GCF_000190815.1,656374,0,0,0,0,0,0
GCF_000190835.1,550687,0,0,0,0,0,0
GCF_000190855.1,656383,0,0,0,0,0,0
GCF_000190895.1,656388,0,0,0,0,0,0
GCF_000190915.1,656390,0,0,0,0,0,0
GCF_000190955.1,656420,0,0,0,0,0,0
GCF_000190995.1,656449,0,0,0,0,0,0
GCF_000191015.1,656404,0,0,0,0,0,0
GCF_000191045.1,868864,1541968,0,0,0,0,0
GCF_000191065.1,888743,0,0,0,0,0,0
GCF_000191085.1,888815,0,0,0,0,0,0
GCF_000191105.1,888817,0,0,0,0,0,0
GCF_000191125.1,888819,0,0,0,0,0,0
GCF_000191145.1,871585,3862530,0,0,0,0,0
GCF_000191165.1,353496,1872918,0,0,0,0,0
GCF_000191185.1,562020,0,0,0,0,0,0
GCF_000191205.1,935592,0,0,0,0,0,0
GCF_000191225.1,935587,0,0,0,0,0,0
GCF_000191245.1,935594,0,0,0,0,0,0
GCF_000191265.1,935590,0,0,0,0,0,0
GCF_000191285.1,935586,0,0,0,0,0,0
GCF_000191305.1,935597,0,0,0,0,0,0
GCF_000191325.1,935598,0,0,0,0,0,0
GCF_000191345.1,935595,0,0,0,0,0,0
GCF_000191365.1,888066,0,0,0,0,0,0
GCF_000191405.1,888828,0,0,0,0,0,0
GCF_000191425.1,935599,2184862,0,0,0,0,0
GCF_000191445.1,909420,2240883,0,0,0,0,0
GCF_000191465.1,935591,2223518,0,0,0,0,0
GCF_000191485.1,935588,2287777,0,0,0,0,0
GCF_000191505.1,935593,2250449,0,0,0,0,0
GCF_000191525.1,935589,2248966,0,0,0,0,0
GCF_000191545.1,1604,2097766,0,0,0,0,0
GCF_000191565.1,992406,2166384,0,0,0,0,0
GCF_000191585.1,877455,2583753,0,0,0,0,0
GCF_000191665.1,981367,0,0,0,0,0,0
GCF_000191685.1,928327,0,0,0,0,0,0
GCF_000191705.1,928328,0,0,0,0,0,0
GCF_000191725.1,879305,0,0,0,0,0,0
GCF_000191745.1,879306,0,0,0,0,0,0
GCF_000191765.1,944557,0,0,0,0,0,0
GCF_000191785.1,864564,0,0,0,0,0,0
GCF_000191805.1,658656,0,0,0,0,0,0
GCF_000191845.1,910311,0,0,0,0,0,0
GCF_000191865.1,910310,0,0,0,0,0,0
GCF_000191885.1,886379,0,0,0,0,0,0
GCF_000191905.1,863638,4132226,0,0,0,0,0
GCF_000191925.1,331636,1179213,0,0,0,0,0
GCF_000192025.1,925775,0,0,0,0,0,0
GCF_000192045.2,925776,4898349,0,0,0,0,0
GCF_000192065.1,925777,0,0,0,0,0,0
GCF_000192085.1,909945,0,0,0,0,0,0
GCF_000192105.1,994476,4621811,0,0,0,0,0
GCF_000192125.1,909947,0,0,0,0,0,0
GCF_000192165.1,888027,0,0,0,0,0,0
GCF_000192185.1,888809,0,0,0,0,0,0
GCF_000192205.1,888810,0,0,0,0,0,0
GCF_000192225.1,888059,0,0,0,0,0,0
GCF_000192245.1,888811,0,0,0,0,0,0
GCF_000192275.1,888812,0,0,0,0,0,0
GCF_000192295.1,509192,0,0,0,0,0,0
GCF_000192315.1,985081,1548238,0,0,0,0,0
GCF_000192335.1,985080,1562832,0,0,0,0,0
GCF_000192395.2,927701,1016707,0,0,0,0,0
GCF_000192435.1,644548,0,0,0,0,0,0
GCF_000192475.1,981384,0,0,0,0,0,0
GCF_000192575.1,983920,0,0,0,0,0,0
GCF_000192635.1,861208,5573770,0,0,0,0,0
GCF_000192665.1,997824,0,0,0,0,0,0
GCF_000192685.1,997825,0,0,0,0,0,0
GCF_000192705.1,929102,2518737,0,0,0,0,0
GCF_000192725.1,941967,3311748,0,0,0,0,0
GCF_000192745.1,991905,4718963,0,0,0,0,0
GCF_000192795.1,948595,0,0,0,0,0,0
GCF_000192845.1,743722,6226409,0,0,0,0,0
GCF_000192865.1,717774,4684316,0,0,0,0,0
GCF_000192885.1,703352,3312229,0,0,0,0,0
GCF_000192905.1,857581,0,0,0,0,0,0
GCF_000192925.1,857579,0,0,0,0,0,0
GCF_000192945.1,857578,0,0,0,0,0,0
GCF_000192985.1,857576,0,0,0,0,0,0
GCF_000193005.1,857575,0,0,0,0,0,0
GCF_000193025.1,857574,0,0,0,0,0,0
GCF_000193045.1,857573,0,0,0,0,0,0
GCF_000193065.1,857572,0,0,0,0,0,0
GCF_000193085.1,857571,0,0,0,0,0,0
GCF_000193185.2,659019,4418548,0,0,0,0,0
GCF_000193205.1,866775,2080974,0,0,0,0,0
GCF_000193225.1,565443,0,0,0,0,0,0
GCF_000193245.1,945681,0,0,0,0,0,0
GCF_000193355.1,541229,6151150,0,0,0,0,0
GCF_000193375.1,999630,1936063,0,0,0,0,0
GCF_000193395.1,767031,2937589,0,0,0,0,0
GCF_000193415.1,715225,0,0,0,0,0,0
GCF_000193435.2,632516,2674809,0,0,0,0,0
GCF_000193455.1,320371,7336077,7000,40,4118977,108,272913
GCF_000193475.1,357347,7216534,3100,84,3976928,113,336961
GCF_000193495.1,887700,0,0,0,0,0,0
GCF_000193515.1,743273,3812121,0,0,0,448,14869
GCF_000193535.1,743274,3813940,0,0,0,404,15745
GCF_000193555.1,743275,3819741,0,0,0,627,19367
GCF_000193575.1,743276,3792615,0,0,0,371,19037
GCF_000193595.2,743277,4102186,0,0,0,0,0
GCF_000193615.1,743278,4060261,0,0,0,1596,14775
GCF_000193635.1,911104,0,0,0,0,0,0
GCF_000193695.1,691160,4082388,0,0,0,150,68444
GCF_000193735.1,933266,0,0,0,0,0,0
GCF_000193775.1,933269,0,0,0,0,0,0
GCF_000193795.1,933280,0,0,0,0,0,0
GCF_000193815.1,933290,0,0,0,0,0,0
GCF_000193835.1,543538,2781527,0,0,0,18,246013
GCF_000193855.1,543539,2857982,0,0,0,58,101607
GCF_000193875.1,543540,2830354,0,0,0,68,153981
GCF_000193895.1,941429,0,0,0,0,0,0
GCF_000193915.1,932676,0,0,0,0,0,0
GCF_000193935.1,945360,0,0,0,0,0,0
GCF_000193955.1,941435,0,0,0,0,0,0
GCF_000193975.1,945433,0,0,0,0,0,0
GCF_000193995.1,945434,0,0,0,0,0,0
GCF_000194015.1,998089,0,0,0,0,0,0
GCF_000194035.1,998090,0,0,0,0,0,0
GCF_000194055.1,998091,0,0,0,0,0,0
GCF_000194075.2,998092,4334064,0,0,0,0,0
GCF_000194115.1,695562,1977087,0,0,0,0,0
GCF_000194135.1,760142,1694430,0,0,0,0,0
GCF_000194155.1,994479,0,0,0,0,0,0
GCF_000194175.1,869669,0,0,0,0,0,0
GCF_000194195.1,993047,0,0,0,0,0,0
GCF_000194215.1,869670,0,0,0,0,0,0
GCF_000194235.1,869672,0,0,0,0,0,0
GCF_000194255.1,869674,0,0,0,0,0,0
GCF_000194295.2,869676,0,0,0,0,0,0
GCF_000194335.1,869681,0,0,0,0,0,0
GCF_000194355.1,869682,0,0,0,0,0,0
GCF_000194395.1,869684,0,0,0,0,0,0
GCF_000194415.1,869675,0,0,0,0,0,0
GCF_000194435.1,869678,0,0,0,0,0,0
GCF_000194475.2,869685,0,0,0,0,0,0
GCF_000194495.1,869687,0,0,0,0,0,0
GCF_000194535.1,869688,0,0,0,0,0,0
GCF_000194555.1,869690,0,0,0,0,0,0
GCF_000194575.1,754082,0,0,0,0,0,0
GCF_000194605.1,755732,4633577,0,0,0,0,0
GCF_000194625.1,693661,1901943,0,0,0,0,0
GCF_000194645.1,869691,0,0,0,0,0,0
GCF_000194665.1,869692,0,0,0,0,0,0
GCF_000194685.1,869693,0,0,0,0,0,0
GCF_000194705.1,869694,0,0,0,0,0,0
GCF_000194725.1,869695,0,0,0,0,0,0
GCF_000194745.1,999541,9052299,0,0,0,0,0
GCF_000194765.1,998820,3127288,0,0,0,0,0
GCF_000194785.1,999378,3077434,0,0,0,0,0
GCF_000194805.1,994484,6843248,0,0,0,0,0
GCF_000194825.1,765057,0,0,0,0,0,0
GCF_000194845.1,765058,0,0,0,0,0,0
GCF_000194865.1,765061,0,0,0,0,0,0
GCF_000194885.1,760746,0,0,0,0,0,0
GCF_000194905.1,765064,0,0,0,0,0,0
GCF_000194925.1,888742,0,0,0,0,0,0
GCF_000194945.1,888807,0,0,0,0,0,0
GCF_000194965.1,888821,0,0,0,0,0,0
GCF_000194985.1,888062,0,0,0,0,0,0
GCF_000195005.1,888728,0,0,0,0,0,0
GCF_000195025.1,888813,0,0,0,0,0,0
GCF_000195045.1,888818,0,0,0,0,0,0
GCF_000195065.1,935297,3738715,0,0,0,0,0
GCF_000195085.1,1002672,1284727,0,0,0,0,0
GCF_000195105.1,996285,4689946,0,0,0,0,0
GCF_000195125.1,888822,0,0,0,0,0,0
GCF_000195185.1,991778,0,0,0,0,0,0
GCF_000195205.1,937450,0,0,0,0,0,0
GCF_000195225.1,987060,5329516,0,0,0,79,147412
GCF_000195275.1,869209,2897425,0,0,0,0,0
GCF_000195295.1,880072,3282536,0,0,0,0,0
GCF_000195315.1,700015,2115681,0,0,0,0,0
GCF_000195335.1,869210,2269167,0,0,0,0,0
GCF_000195395.3,930782,3032271,0,0,0,0,0
GCF_000195415.1,745023,0,0,0,0,0,0
GCF_000195435.3,930781,2947460,0,0,0,0,0
GCF_000195475.1,909421,0,0,0,0,0,0
GCF_000195515.1,999891,3937511,0,0,0,0,0
GCF_000195535.1,984129,1913619,0,0,0,0,0
GCF_000195555.1,676032,1945310,0,0,0,0,0
GCF_000195575.1,208596,2685399,0,0,0,0,0
GCF_000195595.1,762963,0,0,0,0,0,0
GCF_000195615.1,762984,0,0,0,0,0,0
GCF_000195635.1,763034,0,0,0,0,0,0
GCF_000195655.1,749535,0,0,0,0,0,0
GCF_000195675.1,257310,5339179,0,0,0,0,0
GCF_000195695.1,257311,4773551,0,0,0,0,0
GCF_000195715.1,257313,4086189,0,0,0,0,0
GCF_000195735.1,272947,1111523,0,0,0,0,0
GCF_000195755.1,882,3773159,0,0,0,0,0
GCF_000195775.1,258594,5467640,0,0,0,0,0
GCF_000195795.1,272626,3093113,0,0,0,0,0
GCF_000195815.1,257309,2488635,0,0,0,0,0
GCF_000195855.1,272631,3268203,0,0,0,0,0
GCF_000195875.1,272635,963879,0,0,0,0,0
GCF_000195895.1,269797,4873766,0,0,0,0,0
GCF_000195915.1,273075,1564906,0,0,0,0,0
GCF_000195935.2,272844,1768562,0,0,0,0,0
GCF_000195955.2,83332,4411532,0,0,0,0,0
GCF_000195975.1,84588,2434428,0,0,0,0,0
GCF_000195995.1,220341,5133713,0,0,0,0,0
GCF_000196015.1,266264,6913352,0,0,0,0,0
GCF_000196035.1,169963,2944528,0,0,0,0,0
GCF_000196055.1,211110,2211485,0,0,0,0,0
GCF_000196075.1,218496,925938,0,0,0,0,0
GCF_000196095.1,223926,5165770,0,0,0,0,0
GCF_000196115.1,243090,7145576,0,0,0,0,0
GCF_000196135.1,273121,2110355,0,0,0,0,0
GCF_000196155.1,243265,5688987,0,0,0,0,0
GCF_000196175.1,264462,3782950,0,0,0,0,0
GCF_000196215.1,290434,986914,0,0,0,0,0
GCF_000196235.1,290399,5070478,0,0,0,0,0
GCF_000196255.1,298386,6403280,0,0,0,0,0
GCF_000196275.1,319795,3247018,0,0,0,0,0
GCF_000196295.1,489653,2220606,0,0,0,0,0
GCF_000196315.1,216432,2952962,0,0,0,0,0
GCF_000196335.1,196627,3282708,0,0,0,0,0
GCF_000196355.1,323848,3234309,0,0,0,0,0
GCF_000196395.1,382245,5040536,0,0,0,0,0
GCF_000196435.1,382640,2642404,0,0,0,0,0
GCF_000196455.1,1511,2715461,0,0,0,0,0
GCF_000196475.1,291112,5094138,0,0,0,0,0
GCF_000196495.1,316275,4655660,0,0,0,0,0
GCF_000196515.1,551115,5486145,0,0,0,0,0
GCF_000196535.1,548479,2146480,0,0,0,0,0
GCF_000196555.1,565042,2385164,0,0,0,0,0
GCF_000196575.1,565040,2408831,0,0,0,0,0
GCF_000196595.1,525381,2088772,0,0,0,0,0
GCF_000196615.1,634500,5372268,0,0,0,0,0
GCF_000196655.1,644295,2406232,0,0,0,0,0
GCF_000196675.1,675635,7303989,0,0,0,0,0
GCF_000196695.1,685727,5043170,0,0,0,0,0
GCF_000196735.1,692420,3980199,0,0,0,0,0
GCF_000196755.1,693745,1680029,0,0,0,0,0
GCF_000196795.1,436717,4152543,0,0,0,0,0
GCF_000196815.1,330214,4317083,0,0,0,0,0
GCF_000196835.1,749927,10236715,0,0,0,0,0
GCF_000196855.1,762550,1954080,0,0,0,0,0
GCF_000196895.1,795797,3698650,0,0,0,0,0
GCF_000197735.1,861360,3918192,0,0,0,0,0
GCF_000197755.2,1639,3023926,0,0,0,0,0
GCF_000197875.1,866630,1985832,0,0,0,0,0
GCF_000198515.1,83406,4587455,0,0,0,0,0
GCF_000198775.1,882378,3750138,0,0,0,0,0
GCF_000199675.1,926569,3532378,0,0,0,0,0
GCF_000200475.1,935897,2007018,0,0,0,0,0
GCF_000200595.1,936155,1672681,0,0,0,0,0
GCF_000200735.1,941640,1147259,0,0,0,0,0
GCF_000202635.1,979556,3982034,0,0,0,0,0
GCF_000202835.1,926570,4214744,0,0,0,0,0
GCF_000203195.1,990317,2377209,0,0,0,0,0
GCF_000203215.1,708248,709270,0,0,0,0,0
GCF_000203715.1,1001745,0,0,0,0,0,0
GCF_000203735.1,1001746,0,0,0,0,0,0
GCF_000203755.1,1001747,0,0,0,0,0,0
GCF_000203775.1,1001744,0,0,0,0,0,0
GCF_000203795.1,684364,0,0,0,0,0,0
GCF_000203815.1,261658,0,0,0,0,0,0
GCF_000203835.1,100226,9054847,0,0,0,0,0
GCF_000203855.3,220668,3348624,0,0,0,0,0
GCF_000203875.1,264198,7255290,0,0,0,0,0
GCF_000203895.1,318586,5236194,0,0,0,0,0
GCF_000203915.1,339670,7528567,0,0,0,0,0
GCF_000203935.1,94122,5251146,0,0,0,0,0
GCF_000203955.1,331272,7702840,0,0,0,0,0
GCF_000203975.2,1002340,0,0,0,0,0,0
GCF_000203995.1,765063,0,0,0,0,0,0
GCF_000204015.1,715226,0,0,0,0,0,0
GCF_000204035.1,751586,0,0,0,0,0,0
GCF_000204055.1,747676,0,0,0,0,0,0
GCF_000204115.1,998088,4551783,0,0,0,0,0
GCF_000204135.1,331635,1106197,0,0,0,0,0
GCF_000204155.1,263358,6732271,0,0,0,0,0
GCF_000204175.1,984894,0,0,0,0,0,0
GCF_000204195.1,999386,0,0,0,0,0,0
GCF_000204215.1,999394,0,0,0,0,0,0
GCF_000204235.1,999892,0,0,0,0,0,0
GCF_000204255.1,331636,1179220,0,0,0,0,0
GCF_000204275.1,1001582,4001985,0,0,0,0,0
GCF_000204295.1,1001585,5434353,0,0,0,0,0
GCF_000204315.1,876044,0,0,0,0,0,0
GCF_000204335.2,562983,0,0,0,0,0,0
GCF_000204355.1,562981,0,0,0,0,0,0
GCF_000204375.2,929508,0,0,0,0,0,0
GCF_000204395.1,929507,0,0,0,0,0,0
GCF_000204415.1,990316,3026645,0,0,0,0,0
GCF_000204435.1,879295,0,0,0,0,0,0
GCF_000204455.1,908341,0,0,0,0,0,0
GCF_000204475.1,888824,0,0,0,0,0,0
GCF_000204515.1,103372,0,0,0,0,0,0
GCF_000204545.1,941258,0,0,0,0,0,0
GCF_000204565.1,929506,3207592,0,0,0,0,0
GCF_000204605.1,996637,0,0,0,0,0,0
GCF_000204625.1,1007064,2028815,0,0,0,0,0
GCF_000204645.1,596154,5070751,0,0,0,0,0
GCF_000204665.1,1006543,2913900,0,0,0,0,0
GCF_000204685.1,882453,0,0,0,0,0,0
GCF_000204705.1,903520,0,0,0,0,0,0
GCF_000204725.1,720556,0,0,0,0,0,0
GCF_000204745.1,720557,0,0,0,0,0,0
GCF_000204765.1,720558,0,0,0,0,0,0
GCF_000204785.1,723888,0,0,0,0,0,0
GCF_000204805.1,723889,0,0,0,0,0,0
GCF_000204825.1,723892,0,0,0,0,0,0
GCF_000204845.1,743710,0,0,0,0,0,0
GCF_000204865.1,743711,0,0,0,0,0,0
GCF_000204885.1,882455,0,0,0,0,0,0
GCF_000204905.1,876283,0,0,0,0,0,0
GCF_000204925.1,1006006,1840348,0,0,0,0,0
GCF_000204985.1,909954,1966342,0,0,0,0,0
GCF_000205025.1,762966,0,0,0,0,0,0
GCF_000205165.1,762982,0,0,0,0,0,0
GCF_000205325.1,904347,0,0,0,0,0,0
GCF_000205345.1,904725,0,0,0,0,0,0
GCF_000205365.1,904723,0,0,0,0,0,0
GCF_000205385.1,904726,0,0,0,0,0,0
GCF_000205405.1,904317,0,0,0,0,0,0
GCF_000205425.1,904321,0,0,0,0,0,0
GCF_000205485.1,998087,0,0,0,0,0,0
GCF_000208385.1,760011,2227296,0,0,0,0,0
GCF_000208405.1,546271,2568361,0,0,0,0,0
GCF_000208425.1,909209,0,0,0,0,0,0
GCF_000208445.1,754330,0,0,0,0,0,0
GCF_000208465.1,754327,0,0,0,0,0,0
GCF_000208485.1,910237,0,0,0,0,0,0
GCF_000208505.1,910238,0,0,0,0,0,0
GCF_000208525.1,754336,0,0,0,0,0,0
GCF_000208545.1,754332,0,0,0,0,0,0
GCF_000208565.1,754331,0,0,0,0,0,0
GCF_000208615.1,6945,0,0,0,0,0,0
GCF_000208635.1,1004836,0,0,0,0,0,0
GCF_000208655.1,9361,0,0,0,0,0,0
GCF_000208695.1,908247,0,0,0,0,0,0
GCF_000208725.1,681573,2139529,42485,0,0,61,55497
GCF_000208745.1,3641,324879930,18499634,0,0,7743,87439
GCF_000208765.1,670484,4904641,75,0,0,363,60237
GCF_000208785.1,263438,1479531,0,0,0,888,12317
GCF_000208825.1,878320,4439218,0,0,0,149,76364
GCF_000208865.1,572307,57547420,23300,0,0,247,405161
GCF_000208925.1,294381,20835395,64300,1529,48877,2172,29517
GCF_000209065.1,353153,89937456,325100,29495,88624,32746,14669
GCF_000209125.1,370354,30633164,129500,12258,13158,13553,5827
GCF_000209165.1,322104,15441179,100,0,0,9,1803401
GCF_000209185.1,7176,579042118,39082744,3171,486756,48671,28546
GCF_000209225.1,45351,356613585,59215529,10804,472588,59149,19835
GCF_000209385.2,742723,0,0,0,0,0,0
GCF_000209405.1,665950,0,0,0,0,0,0
GCF_000209425.1,658083,0,0,0,0,0,0
GCF_000209445.1,658088,0,0,0,0,0,0
GCF_000209465.1,575593,0,0,0,0,0,0
GCF_000209485.1,481877,3860738,1000,1733,1983,1743,1977
GCF_000209515.1,937772,0,0,0,0,0,0
GCF_000209575.2,1004957,0,0,0,0,0,0
GCF_000209595.2,1004956,0,0,0,0,0,0
GCF_000209615.2,1004955,0,0,0,0,0,0
GCF_000209635.2,1004954,0,0,0,0,0,0
GCF_000209655.1,1007105,3924810,0,0,0,0,0
GCF_000209675.1,1005058,2694139,0,0,0,0,0
GCF_000209735.1,496833,1004014,2000,0,0,21,129169
GCF_000209755.1,563174,2979198,0,0,0,0,0
GCF_000209795.2,645657,4111218,0,0,0,0,0
GCF_000210055.1,657308,3608022,278463,0,0,690,8540
GCF_000210095.1,213810,2573208,59824,0,0,92,94004
GCF_000210155.1,663917,3714272,0,0,0,0,0
GCF_000210295.1,679716,22148088,37315,0,0,276,209763
GCF_000210315.1,685039,2832478,0,0,0,0,0
GCF_000210375.1,696747,6788435,95570,0,0,18,619347
GCF_000210395.1,699037,4308325,1900,0,0,20,2971246
GCF_000210435.1,699035,4047729,0,0,0,0,0
GCF_000210475.1,316401,5325888,0,0,0,0,0
GCF_000210495.1,634464,1042839,0,0,0,0,0
GCF_000210515.1,712938,2100449,0,0,0,0,0
GCF_000210575.1,717959,3763317,113645,0,0,197,31365
GCF_000210615.1,717960,1966750,305568,0,0,364,6104
GCF_000210755.1,722911,2384987,12402,0,0,21,230054
GCF_000210795.2,863767,2986789,100,0,0,3,2125011
GCF_000210815.2,932920,3022910,0,0,0,0,0
GCF_000210835.1,862962,5373121,0,0,0,0,0
GCF_000210855.2,216597,5067450,0,0,0,0,0
GCF_000210875.1,862964,1981535,0,0,0,0,0
GCF_000210895.1,862965,2086875,0,0,0,0,0
GCF_000210915.2,862908,3437906,0,0,0,0,0
GCF_000210935.1,869216,2093317,0,0,0,0,0
GCF_000210955.1,869215,2036867,0,0,0,0,0
GCF_000210975.1,869269,2142122,0,0,0,0,0
GCF_000210995.1,869303,2024476,0,0,0,0,0
GCF_000211015.1,869304,2037254,0,0,0,0,0
GCF_000211035.1,869306,2026239,0,0,0,0,0
GCF_000211055.1,869307,2026505,0,0,0,0,0
GCF_000211075.1,869311,2131190,0,0,0,0,0
GCF_000211095.1,869312,2133496,0,0,0,0,0
GCF_000211115.1,866628,3474000,0,0,0,159,41196
GCF_000211215.1,904338,0,0,0,0,0,0
GCF_000211295.1,936139,829709,0,0,0,0,0
GCF_000211375.1,511437,2588309,0,0,0,0,0
GCF_000211395.1,1004153,0,0,0,0,0,0
GCF_000211415.1,980518,0,0,0,0,0,0
GCF_000211475.1,342949,1861320,0,0,0,0,0
GCF_000211495.1,1001530,0,0,0,0,0,0
GCF_000211545.4,1006581,985433,0,0,0,0,0
GCF_000211795.1,1007104,0,0,0,0,0,0
GCF_000211815.1,489825,0,0,0,0,0,0
GCF_000211835.1,887062,0,0,0,0,0,0
GCF_000211855.2,983544,3296168,0,0,0,0,0
GCF_000211875.1,886289,0,0,0,0,0,0
GCF_000211895.1,760791,0,0,0,0,0,0
GCF_000211915.1,760809,0,0,0,0,0,0
GCF_000211975.1,766141,0,0,0,0,0,0
GCF_000212335.1,983545,5393591,0,0,0,0,0
GCF_000212355.1,983548,3389993,0,0,0,0,0
GCF_000212375.1,879243,2186370,0,0,0,0,0
GCF_000212395.1,747365,1898865,0,0,0,0,0
GCF_000212415.1,906968,3055580,0,0,0,0,0
GCF_000212435.1,561307,0,0,0,0,0,0
GCF_000212455.1,1027396,0,0,0,0,0,0
GCF_000212475.1,1017266,0,0,0,0,0,0
GCF_000212515.1,760861,0,0,0,0,0,0
GCF_000212535.1,760834,0,0,0,0,0,0
GCF_000212555.1,760810,0,0,0,0,0,0
GCF_000212605.1,992186,0,0,0,0,0,0
GCF_000212635.3,564065,5551882,0,0,0,349,30467
GCF_000212655.2,722419,0,0,0,0,0,0
GCF_000212675.2,690850,4200534,0,0,0,0,0
GCF_000212695.1,590998,4266344,0,0,0,0,0
GCF_000212715.2,696406,5666764,0,0,0,0,0
GCF_000212735.1,760192,8771651,0,0,0,0,0
GCF_000212755.1,1009853,0,0,0,0,0,0
GCF_000212775.1,1009854,0,0,0,0,0,0
GCF_000212795.1,888823,0,0,0,0,0,0
GCF_000212815.1,888808,0,0,0,0,0,0
GCF_000212835.1,888820,0,0,0,0,0,0
GCF_000212855.1,888816,0,0,0,0,0,0
GCF_000212915.1,679937,0,0,0,0,0,0
GCF_000212975.1,1017264,4124236,0,0,0,0,0
GCF_000213055.1,355249,0,0,0,0,0,0
GCF_000213135.1,585538,1617426,0,0,0,0,0
GCF_000213155.1,909952,2494578,0,0,0,0,0
GCF_000213175.1,510951,0,0,0,0,0,0
GCF_000213215.1,933801,2137654,0,0,0,0,0
GCF_000213235.1,1209989,2759867,0,0,0,0,0
GCF_000213255.1,697281,3135972,0,0,0,0,0
GCF_000213295.2,706436,0,0,0,0,0,0
GCF_000213315.1,1007103,0,0,0,0,0,0
GCF_000213475.1,766160,0,0,0,0,0,0
GCF_000213495.1,766159,0,0,0,0,0,0
GCF_000213535.1,887327,0,0,0,0,0,0
GCF_000213555.1,742766,0,0,0,0,0,0
GCF_000213575.1,742767,0,0,0,0,0,0
GCF_000213595.1,997346,0,0,0,0,0,0
GCF_000213615.1,1002339,0,0,0,0,0,0
GCF_000213635.1,990282,4911145,0,0,0,0,0
GCF_000213655.1,715451,4972148,0,0,0,0,0
GCF_000213695.1,766145,0,0,0,0,0,0
GCF_000213785.1,547143,1552775,0,0,0,0,0
GCF_000213805.1,743720,4920769,0,0,0,0,0
GCF_000213825.1,936154,2143887,0,0,0,0,0
GCF_000213865.1,866777,2327492,0,0,0,0,0
GCF_000213885.1,913847,0,0,0,0,0,0
GCF_000213905.2,1003238,1143694,8178,0,0,3,360771
GCF_000213935.1,863239,0,0,0,0,0,0
GCF_000213955.1,1009464,1726519,0,0,0,0,0
